nm0001859	Shelley Winters	tt0082680	tt0061092	tt0076809	tt0061626	tt0102979	tt0074963	tt0044938	tt0047449	tt0041945	tt0043327	tt0069299	tt0063557	tt0069808	tt0112440	tt0078976	tt0113280	tt0141121	tt0048190	tt0059573	tt0113500	tt0041904	tt0046963	tt0048424	tt0079504	tt0055633	tt0067983	tt0045281	tt0076099	tt0043957	tt0060086	tt0072877	tt0077807	tt0065726	tt0069113	tt0056847	tt0073797	tt0069890	tt0180568	tt0056193	tt0095930	tt0103008	tt0117364	tt0059245	tt0065481	tt0043625	tt0052738	tt0074811	tt0068481	tt0047589	tt0083015	tt0047355	tt0087198	tt0057688	tt0109390	tt0129794	tt0060490	tt0043924	tt0047207	tt0053133	tt0054021	tt0114226	tt0045029	tt0067673	tt0080100	tt0044893	tt0043137	tt0066976	tt0073213	tt0107824	tt0087864	tt0047566	tt0047880	tt0067975	tt0064617	tt0041428	tt0058231	tt0064044	tt0090927	tt0042482	tt0062767	tt0058209	tt0063808	tt0048744	tt0055841	tt0048188	tt0074904
nm0658947	Silvana Pampanini	tt0041385	tt0047597	tt0042252	tt0086412	tt0117906	tt0041909	tt0043305	tt0041758	tt0045054	tt0043870	tt0047870	tt0045297	tt0043612	tt0046046	tt0044472	tt0047367	tt0055517	tt0046525	tt0047918	tt0047221	tt0049448	tt0044816	tt0043506	tt0144697	tt0043909	tt0045018	tt0048413	tt0044559	tt0042601	tt0045600	tt0045047	tt0042238	tt0041638	tt0044131	tt0046455	tt0046132	tt0155109	tt0134328	tt0048530	tt0042594	tt0134668	tt0047453	tt0769554	tt0046697	tt0067410	tt0042175	tt0052250	tt0188064	tt0045909	tt0047312	tt0047025	tt0044454	tt0041173	tt0044906
nm0215744	Carla Del Poggio	tt0041234	tt0045098	tt0042966	tt0046289	tt0040619	tt0042692	tt0046063	tt0049266	tt0045651	tt0044454	tt0043440	tt0045245	tt0043956	tt0045732	tt0042946
nm0876377	Marco Tulli	tt0054237	tt0051146	tt0073205	tt0065848	tt0043612	tt0045007	tt0050263	tt0062783	tt0070373	tt0063288	tt0051363	tt0044325	tt0043918	tt0043331	tt0150412	tt0072714	tt0050140	tt0046831	tt0041743	tt0056893	tt0064718	tt0044474	tt0046725	tt0045081	tt0058556	tt0053398	tt0055178	tt0050776	tt0060123	tt0048489	tt0204675	tt0076754	tt0137254	tt0186814	tt0152196	tt0049590	tt0047906	tt0076388	tt0049520	tt0052314	tt0078802	tt0062242	tt0046250	tt0054814	tt0059049	tt0045651	tt0064119	tt0053124	tt0050258	tt0053199	tt0046414	tt0043280	tt0329089	tt0052694	tt0050860	tt0069235	tt0043777	tt0043162	tt0048002	tt0042594	tt0061628	tt0054184	tt0059828	tt0042692	tt0053957	tt0052308	tt0163880	tt0064952	tt0045359	tt0053254	tt0079872	tt0054246	tt0051486	tt0074364	tt0051386	tt0185877	tt0195177	tt0051113	tt0042867	tt0167852	tt0053686	tt0053077	tt0064846	tt0048006	tt0049281	tt2296727	tt0134820	tt0067445
nm0199268	Dorothy Dandridge	tt0045578	tt0051524	tt0046828	tt0043621	tt0043695	tt0051049	tt0053182	tt0050549	tt0054053	tt0050483	tt0055204
nm0689444	Snub Pollard	tt0048347	tt0053946	tt0054791	tt0043132	tt0050560	tt0053902	tt0054348	tt0050719	tt0052059	tt0054473	tt0051087	tt0045645	tt0049212	tt0044837	tt0049233	tt0043330	tt0042340	tt0049697	tt0046969	tt0049088	tt0043319	tt0055069	tt0042893	tt0052141	tt0043456	tt0054988	tt0043983	tt0048484	tt0051673	tt0054853	tt0055312	tt0052029	tt0056217	tt0046375	tt0047581	tt0050681	tt0042192	tt0041165	tt0054172	tt0045152	tt0053557
nm0780038	Alexander Scourby	tt0079368	tt0051915	tt0044331	tt0054805	tt0054295	tt0060450	tt0047490	tt0054058	tt0090094	tt0049656	tt0065711	tt0045555	tt0047494	tt0043138	tt0049261
nm0283170	Bess Flowers	tt0047840	tt0045557	tt0047102	tt0043153	tt0048960	tt0057396	tt0047184	tt0041673	tt0043663	tt0049470	tt0043651	tt0048210	tt0044166	tt0043592	tt0036775	tt0045347	tt0054324	tt0057069	tt0048140	tt0055312	tt0049737	tt0054890	tt0050419	tt0042192	tt0047194	tt0048822	tt0050957	tt0046912	tt0056625	tt0048728	tt0041599	tt0049636	tt0051201	tt0037913	tt0053848	tt0056098	tt0048312	tt0058110	tt0053917	tt0043983	tt0044503	tt0745798	tt0045810	tt0052117	tt0050494	tt0057878	tt0048667	tt0045669	tt0044557	tt0046374	tt0057581	tt0045589	tt0043861	tt0049034	tt0055279	tt0053192	tt0038355	tt0052617	tt0045566	tt0053125	tt0043915	tt0044391	tt0043643	tt0054038	tt0047000	tt0042848	tt0043924	tt0054692	tt0042442	tt0049011	tt0042275	tt0043968	tt0052357	tt0045152	tt0044357	tt0051622	tt0042451	tt0052129	tt0049212	tt0055031	tt0043053	tt0047396	tt0049697	tt0054469	tt0042677	tt0047522	tt0056725	tt0042266	tt0058153	tt0045174	tt0042830	tt0045537	tt0047673	tt0050306	tt0051757	tt0043633	tt0045193
nm0487103	Joi Lansing	tt0052587	tt0047000	tt0166198	tt0049030	tt0054473	tt0045152	tt0065470	tt0059431	tt0052896
nm0621002	Alan Napier	tt0052948	tt0060153	tt0045943	tt0044078	tt0043072	tt0059410	tt0040491	tt0041631	tt0049500	tt0046564	tt0042411	tt0058385	tt0048387	tt0044418	tt0041788	tt0046903	tt0040558	tt0049096	tt0056368	tt0057809	tt0043695	tt0041238	tt0043638	tt0058329	tt0043599	tt0043262	tt0041268	tt0051141	tt0056566	tt0041947	tt0049516	tt0043350
